State Code,County Code,Site Number,Latitude,Longitude,Site Established Date,Site Closed Date,Address,Zip Code,State Name,County Name,City Name
33,7,11,44.478114,-71.174521,1/1/76,1/1/88,116 POPLAR STREET,,New Hampshire,Coos,Berlin
33,7,12,44.478391,-71.15591,1/1/76,1/1/93,ROTARY BUILDING BROWN CO,,New Hampshire,Coos,Berlin
33,7,13,44.47885,-71.166113,1/1/77,1/1/78,FLOC BUILDING,3570,New Hampshire,Coos,Berlin
33,7,14,44.471169,-71.166188,1/1/77,,LANCASTER STREET TRAILER,,New Hampshire,Coos,Berlin
33,7,15,44.470336,-71.180077,1/1/79,2/1/81,177 MAIN ST. BERLIN NH,,New Hampshire,Coos,Berlin
33,7,16,44.46367,-71.167299,1/1/80,4/1/93,200 ENMAN HILL ROAD,,New Hampshire,Coos,Berlin
33,7,17,44.474225,-71.152299,1/1/80,12/31/87,EASTHILL,,New Hampshire,Coos,Berlin
33,7,18,44.478391,-71.155354,1/1/82,2/1/02,OFF SUCESS POND ROAD,,New Hampshire,Coos,Berlin
33,7,19,44.488669,-71.179799,1/1/80,7/1/02,CATES HILL RD,,New Hampshire,Coos,Berlin
33,7,20,44.452281,-71.191465,1/1/83,1/1/86,CORBIN STREET,,New Hampshire,Coos,Berlin
33,7,21,44.45617,-71.177854,1/1/83,1/1/86,BURGESS STREET EXTENSION,,New Hampshire,Coos,Berlin
33,7,22,44.458392,-71.153688,7/1/93,11/30/98,"OFF HUTCHINS ST., TOWN OF SUCCESS",,New Hampshire,Coos,Berlin
33,7,1001,44.499961,-71.332784,1/1/59,12/31/79,US FISH CULTURE STA WHITE MTN NATL FOR,3588,New Hampshire,Coos,Berlin
33,7,1002,0,0,1/1/68,1/1/71,MAIN STREET,,New Hampshire,Coos,Not in a city
33,7,1003,0,0,1/1/68,1/1/71,POST OFFICE GROVETON,,New Hampshire,Coos,Not in a city
33,7,1005,44.598665,-71.513139,1/1/79,1/1/90,"ST FRANCIS HALL, STATE STREET",,New Hampshire,Coos,Northumberland
33,7,1006,44.599221,-71.502584,1/1/79,2/1/89,WEMYSS DRIVE POWER LINE POLE NO 11X,,New Hampshire,Coos,Northumberland
33,7,1007,44.596721,-71.516195,1/1/83,10/1/02,"ROUTES 110 AND 3, COVERED BRIDGE, GROVET",,New Hampshire,Coos,Northumberland
33,7,1009,44.599776,-71.510084,1/1/83,7/2/90,"CAMPBELL ENVELOPE BUILDING, GROVETON",,New Hampshire,Coos,Northumberland
33,7,2001,44.447281,-71.178132,1/1/83,12/31/02,CASCADE MILL MET TOWER,,New Hampshire,Coos,Gorham (census name for Gorham Compact)
33,7,2002,44.443392,-71.187299,1/1/83,1/1/86,CASCADE MILL TREATMENT PLANT,,New Hampshire,Coos,Gorham (census name for Gorham Compact)
33,7,2003,44.60061,-71.505639,1/1/76,10/31/89,BROOKLYN STREET,,New Hampshire,Coos,Northumberland
33,7,2008,44.598943,-71.503139,1/1/83,1/7/88,"WEMYSS DRIVE, POWER LINE POLE NO. 6",,New Hampshire,Coos,Northumberland
33,7,3001,44.599406,-71.511957,1/1/71,6/1/78,SECOND STREET,3582,New Hampshire,Coos,Groveton
33,7,3002,44.596073,-71.508067,1/1/71,1/1/78,STARK ROAD RTE 110,3582,New Hampshire,Coos,Not in a City
33,7,4001,44.270093,-71.303821,7/12/90,,MT. WASHINGTON,3589,New Hampshire,Coos,Not in a City
33,7,4002,44.308132,-71.217639,1/1/95,,"CAMP DODGE, ROUTE 16, GREEN'S GRANT",183,New Hampshire,Coos,Not in a City
33,7,4003,45.051111,-71.391944,4/1/97,12/31/07,LAKE FRANCES DAM,,New Hampshire,Coos,Not in a City
33,9,1,0,0,1/1/68,1/1/73,GLOVER FARM,,New Hampshire,Grafton,Enfield (census name for Enfield Compact)
33,9,2,0,0,1/1/67,1/1/71,ADAMS SUPERMARKET PLYMOUTH,,New Hampshire,Grafton,Not in a city
33,9,3,0,0,1/1/68,1/1/71,CUMMINGS CONSTRUCTION OFFICE WOODSVILLE,,New Hampshire,Grafton,Not in a city
33,9,4,0,0,1/1/68,1/1/71,MOBILE STATION LINCOLN,,New Hampshire,Grafton,Not in a city
33,9,6,44.041909,-71.671689,1/1/71,6/1/73,MAIN STREET (LINCOLN),3251,New Hampshire,Grafton,Not in a City
33,9,7,44.0434,-71.675081,1/1/80,1/1/82,LIN-WOOD HIGH SCHOOL  MAIN ST  LINCOLN,,New Hampshire,Grafton,Not in a city
33,9,8,44.083954,-72.009533,7/1/96,12/31/04,"HAVERHILL ARMORY, RT 116, HAVERHILL, NH",,New Hampshire,Grafton,Haverhill
33,9,10,43.629605,-72.309499,1/1/05,,LEBANON AIRPORT,3784,New Hampshire,Grafton,Lebanon
33,9,1001,44.15552,-71.699189,1/1/67,12/31/76,CANNON MOUNTAIN,3580,New Hampshire,Grafton,Not in a City
33,9,1002,0,0,1/1/68,1/1/69,WATER WORKS,,New Hampshire,Grafton,Littleton (census name for Littleton Compact)
33,9,2001,0,0,1/1/67,12/31/81,"LEBANON FIRE DEPARTMENT, SOUTH PARK ST.",,New Hampshire,Grafton,Lebanon
33,9,2002,43.778578,-71.754472,1/1/79,9/30/79,SMITH BRIDGE ROAD,3264,New Hampshire,Grafton,Not in a City
33,9,3001,43.750905,-71.690912,1/1/74,4/1/81,PLYMOUTH STATE COLL NEW SCI BLDG RT 25,,New Hampshire,Grafton,Plymouth (census name for Plymouth Compact)
33,9,3002,43.75681,-71.68638,11/1/16,3/31/17,Green St. Plymouth,3264,New Hampshire,Grafton,Plymouth (census name for Plymouth Compact)
33,9,8001,43.943125,-71.702858,1/1/89,,HUBBARD BROOK USFS-FES,,New Hampshire,Grafton,Not in a city
33,9,9991,43.944519,-71.700788,12/21/88,,"Hubbard Brook Experimental Forest, North Woodstock, NH 03262",3223,New Hampshire,Grafton,Not in a City
33,11,1,43.118027,-71.898927,1/1/71,12/1/72,SCHOOL STREET,3244,New Hampshire,Hillsborough,Hillsborough
33,11,2,0,0,1/1/68,1/1/71,POST OFFICE HILLSBOROUGH,,New Hampshire,Hillsborough,Not in a city
33,11,3,0,0,1/1/67,1/1/70,CENTRAL FIRE STATION AMHERST + CHESTNUT,,New Hampshire,Hillsborough,Manchester
33,11,4,42.979137,-71.449747,1/1/67,4/1/73,LINCOLN STREET,3103,New Hampshire,Hillsborough,Manchester
33,11,5,0,0,1/1/67,1/1/71,UNKNOWN,,New Hampshire,Hillsborough,Manchester
33,11,6,0,0,1/1/67,1/1/71,NAVAL RES TRAINING CTR 199 NORTH MAIN ST,,New Hampshire,Hillsborough,Manchester
33,11,7,0,0,1/1/68,1/1/70,MILL YARD,,New Hampshire,Hillsborough,Manchester
33,11,8,42.988417,-71.47479,1/1/73,12/31/93,NOTRE DAME AVENUE,,New Hampshire,Hillsborough,Manchester
33,11,9,42.99064,-71.458955,1/1/73,10/1/81, 100 MERRIMACK ST.,,New Hampshire,Hillsborough,Manchester
33,11,10,42.989251,-71.435622,1/1/73,1/1/82,HANOVER STREET,,New Hampshire,Hillsborough,Manchester
33,11,11,42.987584,-71.463678,1/1/77,6/1/82,24 PLEASANT STREET,,New Hampshire,Hillsborough,Manchester
33,11,12,42.992862,-71.463956,1/1/78,6/30/83,SPRING STREET,,New Hampshire,Hillsborough,Manchester
33,11,13,42.994251,-71.462011,1/1/79,4/1/85,1157 ELM ST.,,New Hampshire,Hillsborough,Manchester
33,11,14,42.947863,-71.4559,1/1/81,9/14/88,HIGHLAND GOFFE'S FALLS SCHOOL,,New Hampshire,Hillsborough,Manchester
33,11,15,42.989251,-71.460067,1/1/83,,"351 CHESTNUT STREET, POLICE STATION",,New Hampshire,Hillsborough,Manchester
33,11,16,42.992862,-71.458955,1/1/83,6/1/99,"HARTNETT PARK, MUNICIPAL PARKING LOT",,New Hampshire,Hillsborough,Manchester
33,11,17,42.994251,-71.462011,1/1/85,6/1/89,1170 ELM STREET,,New Hampshire,Hillsborough,Manchester
33,11,18,42.994251,-71.462011,6/1/89,12/31/01,20 BRIDGE STREET,,New Hampshire,Hillsborough,Manchester
33,11,19,43.00064,-71.467568,7/15/99,7/31/01,NORTH COMMERCIAL STREET,,New Hampshire,Hillsborough,Manchester
33,11,20,42.995778,-71.462528,4/15/01,,PEARL ST,3101,New Hampshire,Hillsborough,Manchester
33,11,1001,0,0,1/1/67,1/1/71,CONANT HIGH SCHOOL JAFFERY,,New Hampshire,Hillsborough,Not in a city
33,11,1002,0,0,1/1/67,1/1/71,WEBSTER + CHESTNUT STS NH TECH INST,,New Hampshire,Hillsborough,Manchester
33,11,1003,0,0,1/1/68,1/1/69,MARSHALL ST PLAYGROUND NASHUA,,New Hampshire,Hillsborough,Nashua
33,11,1004,0,0,1/1/67,1/1/69,POST OFFICE,,New Hampshire,Hillsborough,Nashua
33,11,1005,42.752867,-71.462843,1/1/72,1/1/90,18 MULBERRY ST,,New Hampshire,Hillsborough,Nashua
33,11,1006,42.749415,-71.456693,1/1/71,10/30/72,SAW MILL ROAD,3060,New Hampshire,Hillsborough,Nashua
33,11,1007,42.758145,-71.465621,1/1/71,3/10/02, MAIN STREET,,New Hampshire,Hillsborough,Nashua
33,11,1008,42.76731,-71.46701,1/1/78,1/1/83,33 MAIN ST.,,New Hampshire,Hillsborough,Nashua
33,11,1009,42.764532,-71.46701,1/1/82,12/31/07,"25 MAIN STREET, MATARAZZO BUILDING",,New Hampshire,Hillsborough,Nashua
33,11,1010,42.702034,-71.444509,1/1/83,12/31/04,"SANDERS ASSOCIATES, PARKING LOT D",,New Hampshire,Hillsborough,Nashua
33,11,1011,42.718653,-71.522416,6/9/03,,GILSON ROAD,3062,New Hampshire,Hillsborough,Nashua
33,11,1015,42.762056,-71.444583,1/1/05,12/31/14,CROWN ST,3060,New Hampshire,Hillsborough,Nashua
33,11,2001,42.712033,-71.599514,1/1/83,12/31/01,"RTE. 122, SILVER LAKE RD. ELEMENTARY SCH",,New Hampshire,Hillsborough,Hollis
33,11,2002,0,0,1/1/67,1/1/71,RADIO STATION WSMN ROUTE 111 NASHUA,,New Hampshire,Hillsborough,Nashua
33,11,3001,0,0,1/1/68,1/1/71,PUBLIC SERVICE COMPANY,,New Hampshire,Hillsborough,Milford (census name for Milford Compact)
33,11,4001,0,0,1/1/67,1/1/71,HUGHEY AVENUE WEST SIDE NASHUA,,New Hampshire,Hillsborough,Nashua
33,11,5001,42.86183,-71.878626,7/1/02,,PACK MONADNOCK SUMMIT,3458,New Hampshire,Hillsborough,Peterborough (Peterboro)
33,13,1,43.103416,-71.463402,1/1/76,1/31/81,CANAL STREET,,New Hampshire,Merrimack,Not in a city
33,13,2,43.199525,-71.552294,1/1/67,12/31/80,61 S. SPRING ST.,,New Hampshire,Merrimack,Concord
33,13,3,43.205914,-71.537572,1/1/81,12/31/03,NO. STATE HOUSE,,New Hampshire,Merrimack,Concord
33,13,4,43.188137,-71.524516,1/1/82,1/1/94,JUNCTION RTS 3 AND 93,,New Hampshire,Merrimack,Concord
33,13,5,43.415526,-71.98865,1/1/71,6/1/74,NEWPORT ROAD (NEW LONDON),3257,New Hampshire,Merrimack,Not in a City
33,13,6,43.091194,-71.518125,1/1/84,4/2/91,"SOUTH BOW AND DUNBARTON ROADS, BOW",,New Hampshire,Merrimack,Bow (Bow Mills)
33,13,7,43.207025,-71.533683,5/1/92,12/31/03,STORRS STREET,,New Hampshire,Merrimack,Concord
33,13,1001,43.199691,-71.532803,1/1/64,12/31/74,STATE HLT BLDG 61 S SPRING ST,3301,New Hampshire,Merrimack,Concord
33,13,1002,43.136749,-71.45368,1/1/81,1/1/83,3 DONALD AVE,,New Hampshire,Merrimack,Not in a city
33,13,1003,43.177304,-71.462014,1/1/82,1/1/04,"PEMBROKE HILL, BRICKETT HILL ROAD",,New Hampshire,Merrimack,Pembroke
33,13,1004,43.137026,-71.450346,1/1/84,1/1/87,HILLCREST AVENUE,,New Hampshire,Merrimack,Not in a city
33,13,1005,43.199248,-71.552294,1/1/82,1/1/83,HAZEN DRIVE,,New Hampshire,Merrimack,Concord
33,13,1006,43.13246,-71.458246,8/20/02,,PLEASANT STREET,3275,New Hampshire,Merrimack,Suncook
33,13,1007,43.2185,-71.5145,1/1/04,,HAZEN DRIVE,3301,New Hampshire,Merrimack,Concord
33,13,2001,43.100525,-71.461968,1/1/73,1/1/78,RIVER ROAD,3106,New Hampshire,Merrimack,Hooksett (census name for Hooksett Compact)
33,13,2007,43.209342,-71.535103,10/1/12,,11 Stickney Ave Bdg C,3301,New Hampshire,Merrimack,Concord
33,13,3001,43.174137,-71.81809,1/1/74,4/1/76,NEW ENGLAND COLLEGE LIBRARY (HENNIKER),3242,New Hampshire,Merrimack,Henniker
33,13,4001,43.13358,-71.457246,1/1/71,6/1/76,OFF DANIEL WEBSTER HWY PEMBROKE ST,3275,New Hampshire,Merrimack,Suncook
33,13,5001,43.326464,-72.077585,1/1/89,7/1/02,MT. SUNAPEE,,New Hampshire,Merrimack,Not in a city
33,15,1,0,0,1/1/67,1/1/71,EXETER COOPERATIVE BANK MAIN STREET,,New Hampshire,Rockingham,Exeter (census name for Exeter Compact)
33,15,2,42.981634,-70.943341,1/1/74,1/1/78,CHESTNUT ST,3833,New Hampshire,Rockingham,Exeter (census name for Exeter Compact)
33,15,3,42.982032,-70.94339,1/1/78,3/1/81, 97 WATER STREET,,New Hampshire,Rockingham,Exeter (census name for Exeter Compact)
33,15,5,43.068022,-70.770557,1/1/71,6/1/80,ISLINGTON STREET,3801,New Hampshire,Rockingham,Portsmouth
33,15,6,43.077589,-70.753665,1/1/73,3/31/03,COURT STREET,,New Hampshire,Rockingham,Portsmouth
33,15,7,43.084255,-70.79061,1/1/74,1/1/83,NAT'L GUARD ARMORY WENTWORTH ACRES,,New Hampshire,Rockingham,Portsmouth
33,15,8,43.077466,-70.760834,1/1/77,5/1/78,MAPLEWOOD + HANOVER ST.,3801,New Hampshire,Rockingham,Portsmouth
33,15,9,43.078144,-70.762276,1/1/78,,VAUGHAN STREET,,New Hampshire,Rockingham,Portsmouth
33,15,10,43.075644,-70.759776,1/1/78,1/1/81,62 CONGRESS ST.,,New Hampshire,Rockingham,Portsmouth
33,15,11,43.093421,-70.77922,1/1/86,12/31/89,SCHILLER SUB STATION - PSCNH,,New Hampshire,Rockingham,Portsmouth
33,15,12,43.002312,-70.745329,4/1/87,10/1/03,"RYE HARBOR STATE PARK OCEAN BLVD,RTE. 1A",,New Hampshire,Rockingham,Rye
33,15,13,43.000085,-71.199506,1/1/98,5/1/03,SOUTH ROAD BRENTWOOD NH,,New Hampshire,Rockingham,Not in a city
33,15,14,43.075371,-70.748017,5/1/01,,"PORTSMOUTH, PEIRCE ISLAND",3801,New Hampshire,Rockingham,Portsmouth
33,15,15,43.082588,-70.761442,8/1/01,,"PORTSMOUTH, PORT AUTHORITY",,New Hampshire,Rockingham,Portsmouth
33,15,16,43.045269,-70.713958,4/1/03,,SEACOAST SCIENCE CENTER,3870,New Hampshire,Rockingham,Rye
33,15,18,42.862531,-71.38014,1/1/11,,150 Pillsbury Rd,3053,New Hampshire,Rockingham,Londonderry
33,15,1001,0,0,1/1/67,12/31/69,US POST OFFICE 80 DANIEL STREET,,New Hampshire,Rockingham,Portsmouth
33,15,1002,0,0,1/1/68,1/1/71,PUBLIC SERVICE CO APPLIANCE REPAIR SEC,,New Hampshire,Rockingham,Portsmouth
33,15,1003,0,0,1/1/67,1/1/71,FEDERAL BUILDING,,New Hampshire,Rockingham,Portsmouth
33,15,2001,43.113577,-70.812225,1/1/73,6/1/76,ATLANTIC TERMINAL SALES (NEWINGTON),3801,New Hampshire,Rockingham,Not in a City
33,15,2002,43.130246,-71.236961,1/1/76,9/30/76,RTE 107,3037,New Hampshire,Rockingham,Not in a City
33,15,3001,0,0,1/1/67,12/31/70,CENTRAL FIRE STATION MAIN STREET,,New Hampshire,Rockingham,Salem
33,15,3002,42.748026,-71.20613,1/1/73,6/1/79,(OFF) RTE. 28,3079,New Hampshire,Rockingham,Not in a City
33,17,1,43.193696,-70.875059,1/1/67,12/31/01,CENTRAL AVE,,New Hampshire,Strafford,Dover
33,17,2,43.312465,-70.971117,1/1/71,1/1/73,WALLACE STREET,3867,New Hampshire,Strafford,Rochester
33,17,3,43.30536,-70.973396,1/1/73,1/1/86,"MMC BUILDING, HANSEN STREET",,New Hampshire,Strafford,Rochester
33,17,1001,0,0,1/1/67,1/1/71,TOWN HALL FARMINGTON,,New Hampshire,Strafford,Not in a city
33,17,3002,43.283415,-70.92895,3/1/96,10/1/03,"ROCHESTER HILL ROAD, ROCHESTER",,New Hampshire,Strafford,Rochester
33,19,1,0,0,1/1/67,1/1/71,CLAREMONT FIRE DEPARTMENT,,New Hampshire,Sullivan,Claremont
33,19,2,43.353131,-71.999528,1/1/73,7/1/83,5 SCHOOL STREET,,New Hampshire,Sullivan,Claremont
33,19,3,43.364518,-72.337867,11/1/89,12/31/08,SOUTH STREET,,New Hampshire,Sullivan,Claremont
33,19,1001,0,0,1/1/71,4/1/76,SUNAPEE STREET,,New Hampshire,Sullivan,Newport (census name for Newport Compact)
34,1,1,39.433074,-74.666265,1/1/66,12/31/69,OAKCREST HIGH SCHOOL MAY:S LANDING,8330,New Jersey,Atlantic,Not in a City
34,1,2,39.3575,-74.439444,1/1/70,12/31/86,2229 ATLANTIC AVENUE,8401,New Jersey,Atlantic,Atlantic City
34,1,3,39.354839,-74.457651,1/1/78,12/31/82,ALBANY AVENUE & KING STREET,,New Jersey,Atlantic,Atlantic City
34,1,4,39.600395,-74.749328,1/1/72,12/31/82,STATE POLICE BARRACKS RT 30 (MULLICA TWP,,New Jersey,Atlantic,Not in a city
34,1,5,39.530256,-74.460281,1/1/79,2/26/08,"BRIGANTINE WILDLIFE REFUGE,NACOTE CREEK",8205,New Jersey,Atlantic,Galloway (Township of)
34,1,6,39.464872,-74.448736,9/18/91,,"Edwin B. Forsythe National Wildlife Refuge Visitor Center, 800 Great Creek Road",8205,New Jersey,Atlantic,Galloway (Township of)
34,1,1001,39.354284,-74.44015,1/1/58,8/26/83,"CONVENTION HALL,BOARDWALK&MISSISSIPPI AV",,New Jersey,Atlantic,Atlantic City
34,1,1002,39.356784,-74.436538,10/3/90,6/12/97,"2100 PACIFIC AVE.,CAESARS CASINO",,New Jersey,Atlantic,Atlantic City
34,1,1004,39.36095,-74.439872,4/1/85,3/22/96,CORNER NORTH MISSOURI AND BALTIC AVENUES,,New Jersey,Atlantic,Atlantic City
34,1,1005,39.3575,-74.439444,3/29/97,7/10/03,TRUMP PLAZA LOT BETW MISS & MISSOURI AV,8401,New Jersey,Atlantic,Atlantic City
34,1,1006,39.36326,-74.431,7/27/01,,"Atlantic Cape Community College, 1535 Bacharach Boulevard",8401,New Jersey,Atlantic,Atlantic City
34,1,9000,39.465017,-74.448791,9/18/91,,Brigantine NWR,8205,New Jersey,Atlantic,Not in a City
34,3,1,40.808434,-73.992361,1/1/83,5/20/98,ACCAMANDO PLACE & CEDAR STREET,,New Jersey,Bergen,Cliffside Park
34,3,2,40.940376,-74.10792,1/1/71,12/31/83,CADMUS PLACE,,New Jersey,Bergen,Fair Lawn
34,3,3,40.852256,-73.973314,1/23/86,,320 Main Street,7024,New Jersey,Bergen,Fort Lee
34,3,4,40.854583,-73.967772,12/9/85,12/27/09,Bridge Plaza North and Lemoine Avenue,7024,New Jersey,Bergen,Fort Lee
34,3,5,40.89858,-74.0299,6/15/00,1/17/07,"FAIRLEIGH DICKINSON UNIV., 1000 RIVER RD",7666,New Jersey,Bergen,Teaneck (Township of)
34,3,6,40.870436,-73.991994,12/7/07,,"Overpeck Park, 40 Fort Lee Road",7605,New Jersey,Bergen,Leonia
34,3,7,40.817218,-74.043758,9/1/07,,"1 Metro Rd, Carlstad, New Jersey",7072,New Jersey,Bergen,Carlstadt
34,3,8,40.816809,-74.043673,9/1/07,,"1 Metro Rd, Carlstadt, NJ 07072",7072,New Jersey,Bergen,Carlstadt
34,3,9,40.833111,-74.043459,9/1/07,,"1 Metro Rd, Carlstadt, NJ 07072",7072,New Jersey,Bergen,Carlstadt
34,3,10,40.85355,-73.96618,4/1/14,,2047 N. Central Road,7024,New Jersey,Bergen,Fort Lee
34,3,1001,40.937599,-73.994583,1/1/79,3/28/83,BORO HALL WASHINGTON AVENUE,,New Jersey,Bergen,Dumont
34,3,1002,40.858156,-73.962638,1/1/72,12/31/82,2180-2185 HUDSON TERRACE LINWOOD PARK,,New Jersey,Bergen,Fort Lee
34,3,1003,40.886766,-74.037084,1/1/78,12/31/82,FOSCHINI PK 170 YDS E OF RIVER & E CAMDE,,New Jersey,Bergen,Hackensack
34,3,2001,40.923155,-74.095697,1/1/72,6/29/94,BROOKDALE PARK SYCAMORE AND TURNBRIDGE,,New Jersey,Bergen,Fair Lawn
34,3,2002,40.882321,-74.040696,1/1/68,7/21/83,BERGEN CO WELFARE BLDG 133 RIVER ST,,New Jersey,Bergen,Hackensack
34,3,3001,40.820933,-74.008195,1/1/66,7/27/83,"FAIR RIDGE SHOPPING CENTER,BERGEN BLVD.",,New Jersey,Bergen,Fairview
34,3,4001,40.850933,-73.973472,1/1/68,8/19/82,FORT LEE MUN BLDG 309 MAIN ST,,New Jersey,Bergen,Fort Lee
34,3,5001,40.882373,-74.042172,1/1/68,1/3/11,133 RIVER STREET,7601,New Jersey,Bergen,Hackensack
34,3,6001,40.981765,-74.112087,1/1/71,12/31/83,131 NORTH MAPLE AVE,,New Jersey,Bergen,Ridgewood
34,3,7001,41.062875,-74.098754,1/1/72,12/31/82,WEST SADDLE RIVER RD SOUTH OF MIDLAND DR,,New Jersey,Bergen,Upper Saddle River
34,3,8001,40.990098,-74.029584,1/1/68,7/27/83,"BORO HALL,CENTER ST. NEAR JEFFERSON AVE.",,New Jersey,Bergen,Westwood
34,5,1,40.146777,-74.707382,1/1/82,6/13/86,"100 CROSSWICK ROAD,MAC FARLAND JR. SCH.",,New Jersey,Burlington,Bordentown
34,5,3,39.898447,-74.827663,1/1/72,12/31/82,"MEMORIAL SCHOOL,HILL STREET,MEDFORD(T)",,New Jersey,Burlington,Not in a city
34,5,4,40.116222,-74.640435,1/1/72,12/31/82,"ELEM.SCHOOL,CROSSWICKS RD.CHESTERFIELD(T",,New Jersey,Burlington,Not in a city
34,5,5,40.064555,-74.83433,1/1/72,12/31/82,MIDDLE SCH FOUNTAIN AV & JACKSONVILLE RD,,New Jersey,Burlington,Not in a city
34,5,6,40.03789,-74.693771,1/1/72,12/31/81,"FIRE COMPANY,COLUMBUS RD.",,New Jersey,Burlington,Not in a city
34,5,7,39.958901,-74.788766,1/1/79,12/31/79,NEWBOLD CORNER ROAD,8060,New Jersey,Burlington,Not in a City
34,5,8,40.143166,-74.723494,1/1/81,12/28/86,JOHNSTONE TRAINING & RESEARCH CENTER,,New Jersey,Burlington,Not in a City
34,5,1001,40.078062,-74.857717,1/1/70,12/29/09,1 EAST BROAD STREET,8016,New Jersey,Burlington,Burlington
34,5,2001,39.958344,-74.629594,1/1/65,12/31/70,"CRANBERRY & BLUEBERRY LAB,NEW LISBON",8068,New Jersey,Burlington,Not in a City
34,5,3001,40.050391,-74.586544,1/1/80,12/31/92,N.BOLLING BLVD. AND E.CASTLE RD.,,New Jersey,Burlington,McGuire Air Force Base
34,7,1,39.946502,-75.120453,1/1/57,10/15/81,FIRE STA HDQ 3RD AND ARCH STREET,,New Jersey,Camden,Camden
34,7,2,39.934559,-75.125219,4/11/12,,266-298 Spruce Street,8103,New Jersey,Camden,Camden
34,7,3,39.923042,-75.097617,1/1/68,9/30/08,COPEWOOD E. DAVIS STS; TRAILER,8104,New Jersey,Camden,Camden
34,7,4,39.947335,-75.119064,1/1/70,12/31/81,210 N 6TH STREET,,New Jersey,Camden,Camden
34,7,5,39.948724,-75.121009,1/1/79,12/31/98,"LIBRARY,RUTGERS UNIV., NORTH FOURTH ST.",,New Jersey,Camden,Camden
34,7,6,39.945669,-75.128509,2/1/80,10/31/81,"RIVERVIEW TOWERS, 130 MICKLE BOULEVARD",,New Jersey,Camden,Camden
34,7,7,39.945113,-75.119898,12/26/80,9/10/86,"CITY HALL, MARKET AND SIXTH STREETS",,New Jersey,Camden,Camden
34,7,8,39.682338,-74.855441,1/1/70,10/11/86,"LAKE DRIVE, ANCORA STATE HOSPITAL,ANCORA",,New Jersey,Camden,Not in a city
34,7,9,39.912431,-75.116864,5/1/94,,600 Morgan Street,8104,New Jersey,Camden,Camden
34,7,10,39.923969,-75.122317,11/20/03,1/14/16,"Camden County Municipal Utilities Authority, 1645 Ferry Avenue",8104,New Jersey,Camden,Camden
34,7,1001,39.68425,-74.861491,1/1/66,,301 Spring Garden Road,8037,New Jersey,Camden,Winslow (Township of)
34,7,1002,39.895846,-74.949605,1/1/65,12/31/74,J KANE NURSY 2102 MARLTON PK(CHERRY HILL,8003,New Jersey,Camden,Greentree
34,7,1003,39.794282,-74.937665,1/1/72,12/31/82,"BERLIN TWP,COUNTY PARK, PARK AVENUE",,New Jersey,Camden,Not in a City
34,7,1006,39.925669,-75.040727,1/1/74,12/31/83,MUNICIPAL BLDG.820 MERCER AVE.,,New Jersey,Camden,Not in a City
34,7,1007,39.989036,-75.050008,9/1/83,,"Camden Water Inc., 8999 Zimmerman Avenue",8110,New Jersey,Camden,Pennsauken (Township of)
34,7,2001,39.923169,-75.061561,1/1/74,12/31/81,SOUTH PARK DRIVE AND SHADY LANE,,New Jersey,Camden,Collingswood
34,7,3001,39.958724,-75.055173,4/18/84,3/28/88,6012 UPSAL ST.-ROUTE 130S & HILLCREST AV,,New Jersey,Camden,Pennsauken (Township of)
34,9,1,39.100392,-74.802944,1/1/72,12/31/82,CREST HAVEN COMPLEX GARDEN STATE PARKWAY,,New Jersey,Cape May,Not in a city
34,9,2,39.268726,-74.734051,1/1/72,12/31/84,"0.8KM E. OF CEDAR LAKE, RTE.50,TUCKAHOE",,New Jersey,Cape May,Not in a city
34,9,3,39.104003,-74.814611,1/1/80,12/31/82,"RTE.9, CAPE MAY COURTHOUSE",,New Jersey,Cape May,Not in a city
34,11,1,39.428076,-75.238783,1/1/65,12/31/65,S E CORNER BROAD + FAYETTE STS,8302,New Jersey,Cumberland,Bridgeton
34,11,2,39.424559,-75.189074,1/1/78,12/31/83,800 E. COMMERCE ST. MUNICIPAL BUILDING,,New Jersey,Cumberland,Bridgeton
34,11,7,39.422273,-75.025204,1/1/83,,Behind 4401 S. Main Road,8361,New Jersey,Cumberland,Millville
34,11,1001,39.315948,-75.010176,1/1/78,12/31/83,ACKLEY AND BUCKSHUTEM ROADS,,New Jersey,Cumberland,Not in a city
34,11,2001,39.484283,-74.994897,1/1/78,12/31/83,1676 E. LANDIS AVENUE,,New Jersey,Cumberland,Vineland
34,11,2002,39.492338,-75.020453,1/1/78,1/1/82,519 PARK DRIVE,,New Jersey,Cumberland,Vineland
34,13,1,40.752501,-74.236243,1/1/60,12/31/62,"VA HOSPITAL,TREMONT AVE.& S.CENTER ST.",7018,New Jersey,Essex,East Orange
34,13,2,40.8326,-74.180145,1/1/68,12/31/82,"FIRE STATION #4, 1233 BROAD STREET",,New Jersey,Essex,Bloomfield
34,13,3,40.720989,-74.192892,6/1/09,,360 Clinton Avenue,7108,New Jersey,Essex,Newark
34,13,4,40.742879,-74.1807,1/1/80,12/31/80,FACULTY MEMORIAL HALL NJ INST. TECHNOLOG,,New Jersey,Essex,Newark
34,13,5,40.737223,-74.175408,1/1/68,2/1/69,"TRAILER,WASHINGTON & MARKET STREETS",7102,New Jersey,Essex,Newark
34,13,6,40.73649,-74.175422,1/1/73,12/31/82,WASHINGTON STREET AND BRANFORD PLACE,,New Jersey,Essex,Newark
